Month,Day,Hour,Reported_Location,Latitude,Longitude,weekend?_Weekday,weekend?_Weekend
3,2,23,E 3RD & SO KINGSTON,39.16424,-86.492944,1,0
3,2,13,W MAIN STREET,39.238336,-86.629328,1,0
3,2,16,SR37S & TAPP,39.13704,-86.572896,1,0
3,2,18,W 17TH,39.17896,-86.53472,1,0
3,2,22,7TH & WALNUT,39.16864,-86.533568,1,0
3,3,11,W 3RD & WESTPLEX,39.16440971,-86.55389986,1,0
3,3,11,3RD & WALNUT,39.16464,-86.5336,1,0
3,3,17,N FEE,39.17281455,-86.51879273,1,0
3,3,18,DUNN & SECOND,39.16144,-86.528288,1,0
3,3,19,SR45W,39.125312,-86.610496,1,0
3,3,16,3RD & LIBERTY,39.1646097,-86.57912351,1,0
3,3,15,CHAFFIN CHAPEL & SR46W,39.25960159,-86.64377545,1,0
3,4,8,ACUFF & SR37N,39.41962367,-86.55677032,1,0
3,3,7,N BRYANTS CREEK & SR37N,39.32945497,-86.51541754,1,0
3,6,13,CURRY & VERNAL,39.17915985,-86.58308029,1,0
3,4,20,BLOOMFIELD & LAKE CREST,39.15543973,-86.5624997,1,0
3,3,12,E 7TH,39.16858267,-86.52091725,1,0
3,4,14,E 10TH & FEE,39.171584,-86.518688,1,0
3,4,16,3RD & INDIANA,39.164448,-86.5268,1,0
3,4,16,14TH & COLLEGE,39.175984,-86.534736,1,0
3,6,22,WEST GORDON,39.12557983,-86.57916259,0,1
3,5,13,GRANT & SECOND,39.16144,-86.52976,1,0
3,5,18,17TH & FEE,39.178928,-86.518992,1,0
3,1,16,E 3RD,39.16423861,-86.49522852,0,1
3,5,18,E 3RD & HIGHLAND,39.16427367,-86.51771488,1,0
3,4,22,FULLERTON & SR37S,39.12431712,-86.57199314,1,0
3,5,23,E EASTGATE,39.170086,-86.50234,1,0
3,3,7,LOST MANS & TRUESDEL,39.22317021,-86.59190592,1,0
3,6,8,UNION,39.166848,-86.509296,1,0
3,4,17,NORTH JORDAN,39.166912,-86.516224,1,0
3,6,15,RANGE & SR46S,39.17522812,-86.49550628,1,0
3,6,14,10TH & SR4546N,39.176848,-86.478192,1,0
3,6,17,KIRKWOOD & MADISON,39.166656,-86.537296,1,0
3,7,10,WEST 11TH,39.17344,-86.52354547,0,1
3,7,8,N HEADLEY & TREADWELL,39.19008,-86.514288,0,1
3,7,11,EAST 3RD,39.16422196,-86.50215134,0,1
3,7,16,DELTA ZETA PARKING LOT EXIT & NORTH JORDAN,39.182448,-86.512496,0,1
3,7,13,E 10TH,39.17638171,-86.47901486,0,1
3,7,19,E 7TH & WOODLAWN,39.16864,-86.523392,0,1
3,5,13,WEST VERNAL,39.17750168,-86.58057403,1,0
3,6,20,SR37S & TAPP,39.13566671,-86.572896,0,1
3,1,16,LINCOLN & WYLIE,39.15834993,-86.53129018,0,1
3,2,8,GRAHAM & S ROCKPORT,39.140144,-86.54496,1,0
3,7,12,SR45W,39.125312,-86.610496,0,1
3,2,8,3RD & CORY,39.16447761,-86.56014195,1,0
3,2,3,W NORTHLANE,39.1826541,-86.53809428,1,0
3,2,14,WALNUT & WALNUT PARK ACCESS,39.107344,-86.5264,1,0
3,2,15,E 10TH & SR4546S,39.176848,-86.478192,1,0
3,2,14,2ND & SR46W,39.232064,-86.622176,1,0
3,2,17,LIVE OAK & STERLING,39.11382996,-86.48140981,1,0
3,2,3,N FOX HOLLOW & SR37N,39.28909855,-86.51842001,1,0
3,2,22,LAMPKINS RIDGE & SR446E,39.41460647,-86.47139351,1,0
3,3,6,SR37 & ZIKES,39.04670943,-86.53586743,1,0
3,2,16,2931 E 10TH (DOCK) & RANGE,39.17148598,-86.49535006,1,0
3,3,10,SR45W,39.125312,-86.610496,1,0
3,2,14,SR45W & STANFORD,39.08949755,-86.66685515,1,0
3,2,9,ACUFF & SR37N,39.20824,-86.554704,1,0
3,3,9,W 3RD,39.164752,-86.573104,1,0
3,3,14,RHORER & WALNUT,39.12144,-86.526496,1,0
3,3,13,GATES & JACOB,39.16562006,-86.57599993,1,0
3,3,10,ATWATER & BALLANTINE,39.17364398,-86.51912972,1,0
3,3,17,RANGE & SR46S,39.171504,-86.495312,1,0
3,3,17,3RD & KINGSTON,39.16424,-86.492944,1,0
3,3,18,KINSER,39.186544,-86.537888,1,0
3,3,17,N LOWER BIRDIE GALYAN & SR46E,39.17547989,-86.41352081,1,0
3,3,20,EAST THIRD & GRANT,39.16464,-86.529728,1,0
3,3,15,W SR 46,39.2512,-86.652504,1,0
3,3,20,S OLD STATE ROAD 37 & SR37S,39.085632,-86.542304,1,0
3,3,17,TECUMSEH & THOMAS,39.222848,-86.63048,1,0
4,4,0,E STRATUM,39.15718451,-86.49233847,1,0
3,3,10,ROGERS & WATSON,39.13704243,-86.5381751,1,0
4,4,6,BRYANTS CREEK & SR37,39.33556319,-86.51152924,1,0
4,4,9,7TH & ROGERS,39.168704,-86.538576,1,0
4,4,7,2700 BLK S WALNUT & WINSLOW,39.13566829,-86.52833531,1,0
4,4,10,BURKS & S WALNUT,39.11610549,-86.53136998,1,0
4,4,11,MEADOWCREEK & SARE,39.21934722,-86.49999015,1,0
4,4,10,GRIMES & HENDERSON,39.1533,-86.52696982,1,0
3,3,21,SR37 & VICTOR,39.10328611,-86.54911173,1,0
4,4,17,COUNTRY CLUB & MILTON,39.13615095,-86.53988873,1,0
4,4,17,KIRKWOOD & MAPLE,39.16672,-86.542096,1,0
4,4,15,NORTH MONROE,39.17212343,-86.547104,1,0
4,4,15,N CRESTWOOD & N UNION VALLEY,39.217648,-86.5928,1,0
4,4,19,NORTH FEE,39.17524114,-86.51896409,1,0
4,4,17,N WALNUT,39.232544,-86.540704,1,0
4,4,17,KINSER & STATE RD 45 46 BYPASS,39.186544,-86.537888,1,0
4,4,18,E 12TH & N LINCOLN,39.174416,-86.530992,1,0
4,4,17,CEDAR CHASE & W RED ROCK,39.131712,-86.58536,1,0
3,3,16,EAST 10TH,39.17164591,-86.50199444,1,0
4,5,13,3RD & FACULTY,39.164352,-86.521088,1,0
4,5,20,SR45 & SR46,39.20824814,-86.58039093,1,0
4,5,18,N HARTSTRAIT & W VERNAL,39.186752,-86.611504,1,0
4,5,20,SR37N & W 3RD,39.164752,-86.573104,1,0
4,6,1,DUVALL & KOONTZ,39.08611455,-86.619792,1,0
4,6,10,W 3RD,39.164848,-86.581504,1,0
4,6,12,ATWATER & HAWTHORNE,39.16309007,-86.52020998,1,0
4,5,9,3RD & COLLEGE,39.16464,-86.534816,1,0
4,5,16,SR45W,39.125312,-86.610496,1,0
4,6,8,SR37,39.071056,-86.5356,1,0
4,5,20,N WALNUT & W 7TH,39.16864,-86.533568,1,0
3,7,15,FRITZ & N WALNUT,39.191248,-86.532896,0,1
4,6,16,N DUNN & SR37N,39.18363953,-86.52835617,1,0
4,6,15,N WILLIS & W 17TH,39.179104,-86.544016,1,0
4,6,21,N ROGERS & W 11TH,39.173184,-86.538528,0,1
4,6,9,WEST ALLEN,39.156128,-86.560912,1,0
4,7,10,HICKORY LEAF & SR45W,39.14499486,-86.57788929,0,1
4,7,11,N ROGERS & W 6TH,39.16768,-86.538592,0,1
4,7,13,LIBERTY & W 3RD,39.13288687,-86.57913006,0,1
4,7,18,1ST & WALKER,39.15946975,-86.5460202,0,1
4,7,19,DUNN & SR46E,39.186352,-86.528496,0,1
4,5,20,EAST THIRD STREET & HAWTHORNE,39.17482447,-86.52008995,1,0
4,7,14,CANTERBURRY,39.19635013,-86.55580222,0,1
4,1,10,10 & SR46S,38.826425,-86.789182,0,1
4,1,16,E 10TH,39.171648,-86.5027701,0,1
4,7,18,2ND & WALKER,39.161648,-86.546128,0,1
4,1,19,E 9TH & N INDIANA,39.170544,-86.526992,1,0
4,2,14,ATWATER & HIGH,39.16308001,-86.50846995,1,0
4,2,16,SOUTH CLARIZZ,39.15263367,-86.49272918,1,0
4,2,17,10TH & SR46E,39.21399732,-86.53102874,1,0
4,7,15,N RICHARDSON & SR45E,39.23984,-86.387696,0,1
4,1,16,MAPLE GROVE & STANTON,39.30312795,-86.56154014,0,1
4,1,21,SOUTH SHORE & TUNNEL,39.25155829,-86.41900164,1,0
4,7,20,SR37S,39.12660505,-86.5726527,0,1
4,3,7,E 3RD,39.16424,-86.5173551,1,0
4,3,8,E HOLLYWOOD & E POST,39.169648,-86.4828,1,0
4,3,8,EAST 10TH,39.17157943,-86.51826514,1,0
4,2,14,SR45 & W ELWREN,39.107648,-86.643696,1,0
4,3,10,SR37 & VICTOR,39.09431839,-86.55906677,1,0
4,3,14,S PATTERSON & W 2ND,39.16075,-86.54851238,1,0
4,3,22,SR37S & TAPP,39.13704,-86.572896,1,0
4,4,2,NORTH ROGERS & WEST KIRKWOOD,39.166672,-86.538608,1,0
4,7,17,FLATWOODS ROAD & SR46E,39.25037815,-86.65158204,0,1
4,3,13,PINE GROVE & SR446,39.11605361,-86.42871846,1,0
4,4,10,GRIMES & HENDERSON,39.1533,-86.52696982,1,0
4,4,12,S LIBERTY & W 3RD,39.16461021,-86.57914738,1,0
4,4,12,N DUNN,39.180352,-86.5284,1,0
4,4,11,3RD & SOUTH HAWTHORNE,39.22770039,-86.52008404,1,0
4,4,16,LONGVIEW & PETE ELLIS,39.166944,-86.495056,1,0
4,4,19,E COVENANTER,39.155344,-86.503088,1,0
4,4,16,2ND & SOUTH WALNUT,39.16144,-86.5336,1,0
4,3,17,S ROCKPORT & W MAY,39.093344,-86.5868,1,0
4,4,15,SOUTH COLLEGE MALL,39.16464,-86.534816,1,0
4,3,18,PARK & TURTLEBACK,39.22714993,-86.61991976,1,0
4,4,8,S PHYLLIS & S ROGERS,39.10476225,-86.54038172,1,0
4,5,12,N JORDAN,39.1676,-86.516168,1,0
4,5,13,N JORDAN,39.173552,-86.515488,1,0
4,5,16,10TH & SUNRISE,39.17157993,-86.51247985,1,0
4,5,14,E 14TH & N INDIANA,39.176192,-86.52712,1,0
4,5,18,E COVENANTER & S COLLEGE MALL,39.155152,-86.497888,1,0
4,5,18,COLLEGE MALL & COVENANTER,39.155152,-86.497888,1,0
4,5,17,7TH,39.168752,-86.5436,1,0
4,5,18,E GRIMES & S HENDERSON,39.1533,-86.52696982,1,0
4,5,21,HARTSTRAIT & SR46W,39.20619965,-86.61134338,1,0
4,5,14,SOUTH COLLEGE MALL,39.16464,-86.534816,1,0
4,5,15,EAST DODDS & SOUTH LINCOLN,39.157504,-86.531104,1,0
4,5,2,E 3RD & N PETE ELLIS,39.16424,-86.495088,1,0
4,6,3,N COLLEGE & SR46E,39.186352,-86.534704,1,0
4,6,1,OLD STATE ROAD 37,39.138688,-86.465968,1,0
4,6,0,7TH & N WALNUT,39.16864,-86.533568,1,0
4,6,7,4400 BLK HEATHERWOOD & IRIS,39.128848,-86.588272,1,0
4,6,10,JOY & ROGERS,39.14264,-86.53864,1,0
4,5,17,S WALNUT & S WALNUT STREET,39.107344,-86.5264,1,0
4,5,22,E 10TH,39.171472,-86.509376,1,0
4,6,16,16TH & N WALNUT,39.17784,-86.533408,1,0
4,6,16,PATTERSON & ROGERS,39.15379295,-86.53875218,1,0
4,6,14,N MORTON,39.16786971,-86.536,1,0
4,6,17,W THIRD,39.164752,-86.573104,1,0
4,6,17,6TH & ROGERS,39.16768,-86.538592,1,0
4,5,14,N MATTHEWS,39.235504,-86.625712,1,0
4,5,0,MERRITT & SR446S,39.32134466,-86.42514778,1,0
4,6,5,BETHEL & N OLD STATE ROAD 37,39.215344,-86.521392,1,0
4,6,22,8TH & COLLEGE,39.169552,-86.534784,0,1
4,6,11,W THIRD,39.16465513,-86.57859764,1,0
4,7,9,HILLSIDE & PARK,39.1505444,-86.52372782,0,1
4,7,7,CURRY & SR48W,39.16463589,-86.58291865,0,1
4,7,12,COLLEGE MALL & COVENANTER,39.155152,-86.497888,0,1
4,6,17,E 10TH,39.17149326,-86.51131082,1,0
4,7,23,S WALNUT,39.142555,-86.531238,0,1
4,7,1,MOUNT GILEAD & SR45E,39.1837032,-86.47042612,0,1
4,1,0,SR37S & W SIMPSON CHAPEL,39.28130294,-86.52264966,0,1
4,5,17,OLD SR 37 & SAMPLE RD,39.25864,-86.5012,1,0
4,6,17,TAPP,39.13736343,-86.57886505,1,0
4,1,10,17TH & WALNUT,39.17896,-86.521088,0,1
4,1,17,S STATE RD 46,39.16496895,-86.49869799,0,1
4,2,7,LANDMARK & W 3RD,39.16442983,-86.55630983,1,0
4,2,17,EASTGATE & SR45N,39.17024,-86.501392,1,0
4,1,17,10TH & WASHINGTON,39.171728,-86.5324,0,1
4,2,20,S COLLEGE & W 2ND,39.16144,-86.534848,1,0
4,1,0,SOUTH OLD STATE ROAD 37 & SR37,39.085632,-86.542304,0,1
4,1,3,BETHEL & NORTH OLD STATE ROAD 37,39.21522596,-86.51433289,0,1
4,1,13,SR37S & ZIKES,39.04670943,-86.53586743,0,1
4,3,9,7TH & ROSE,39.16745736,-86.510992,1,0
4,3,9,HICKORY & SR48,39.164832,-86.585856,1,0
4,3,6,KIRBY & SR48W,39.16504,-86.610704,1,0
4,5,11,MITCHEL & STRAIN RIDGE,39.07164416,-86.50678625,1,0
4,3,14,3RD & JEFFERSON,39.164304,-86.506992,1,0
4,3,17,3RD & BRYAN,39.16432,-86.50824,1,0
4,3,17,E CATHCART & S RENWICK,39.1494403,-86.50130688,1,0
4,2,16,LOVE & SR46E,39.219152,-86.602304,1,0
4,6,12,ENRIGHT & SR46W,39.22402954,-86.61122894,1,0
4,5,2,CURRY,39.15214062,-86.58266052,1,0
4,4,7,ANDERSON & FISH,39.27799992,-86.46902002,1,0
4,4,8,W KIRKWOOD,39.16667233,-86.53863249,1,0
4,4,15,EAST 17TH,39.17906597,-86.52582384,1,0
4,4,14,W 12TH,39.17441927,-86.53085976,1,0
4,4,18,SOUTH WALNUT,39.13658448,-86.53091669,1,0
4,3,12,N LINCOLN,39.1791262,-86.53084702,1,0
4,1,12,SR37N & TAPP,39.15765411,-86.55490112,0,1
4,5,8,KENNEDY,39.123744,-86.52810935,1,0
4,4,13,N MONROE & SR4546E,39.186944,-86.5468,1,0
4,4,12,N COLLEGE,39.175984,-86.534736,1,0
4,5,9,E 3RD & MORNINGSIDE,39.16424,-86.473696,1,0
4,5,13,E 10TH,39.171504,-86.512288,1,0
4,5,14,FORREST & KIRKWOOD,39.16685827,-86.52153321,1,0
4,5,19,EAST 3RD & PARK RIDGE,39.16424,-86.476096,1,0
4,5,17,SR37S & TAPP,39.14253292,-86.57296249,1,0
4,5,21,E 10TH & N DUNN,39.17168,-86.528256,1,0
4,5,22,BURMA & SR37S,39.3145402,-86.51147583,1,0
4,6,2,N WOODBURN,39.1794156,-86.53602554,1,0
4,6,9,17TH & WALNUT GROVE,39.17896,-86.521088,1,0
4,6,9,HILLSIDE & S WALNUT,39.150544,-86.5336,1,0
4,6,11,KIMBLE & WEST 3RD,39.16464,-86.568,1,0
4,6,11,EASTGATE & SR46E,39.17024,-86.501392,1,0
4,6,7,LOST MANS & MAPLE GROVE,39.22293015,-86.5697738,1,0
4,6,15,ATWATER & FESS,39.16312024,-86.52590028,1,0
4,6,18,EAST SALT CREEK & SR446,39.0884819,-86.42079925,1,0
4,6,15,S COLLEGE & W 4TH,39.165664,-86.5348,1,0
4,6,21,GENTRY & KIRKWOOD,39.16659974,-86.53560988,0,1
4,6,21,N CRESENT & W 17TH,39.17912029,-86.55652977,0,1
4,6,17,HARTSTRAIT & SR46E,39.20619965,-86.61134338,1,0
4,5,0,ARLINGTON & MAPLE GROVE,39.19943727,-86.55951484,1,0
4,7,6,E 2ND,39.1611824,-86.5322113,0,1
4,6,14,SR37 & TAPP,39.13704,-86.572896,1,0
4,6,12,N ROGERS & W 11TH,39.173184,-86.538528,1,0
4,7,12,RHORER & WALNUT STREET,39.12141994,-86.53134986,0,1
4,7,17,BARRINGTON & EAST 10TH,39.17166978,-86.48927717,0,1
4,7,18,S COLLEGE MALL,39.15250667,-86.497904,0,1
4,7,15,2300 N WALNUT ST & STATE RD 46,39.16063672,-86.533714,0,1
4,7,18,N JACOB,39.16846848,-86.5732727,0,1
4,7,19,EAST LAW,39.17302832,-86.51339918,0,1
4,6,3,KINSER & SR37N,39.22607704,-86.54663581,1,0
4,7,23,ATWATER & JORDAN,39.16305243,-86.51638885,0,1
4,7,14,17TH & SR46,39.17984,-86.507088,0,1
4,1,10,SR4546W & WALNUT,39.186368,-86.5344,0,1
4,1,10,10TH & LINCOLN,39.171712,-86.530992,0,1
4,1,10,SUGAR MAPLE,39.15715836,-86.58867045,0,1
4,7,1,FAIRFAX & WALNUT STREET,39.10715997,-86.52650982,0,1
4,7,18,SAMPLE & SR37S,39.26478727,-86.52270297,0,1
4,6,21,S KNIGHTRIDGE & SR446N,39.14420245,-86.46687098,0,1
4,1,13,KIRKWOOD & ROGERS,39.166672,-86.538608,0,1
4,1,13,W SR 45,39.125312,-86.610496,0,1
4,1,16,10TH & SR45W,39.1772081,-86.47765905,0,1
4,1,17,E 10TH,39.171504,-86.49509867,0,1
4,2,2,MCCARTNEY & S SARE,39.14588973,-86.49749971,1,0
4,2,7,E HILLSIDE & OLIVE,39.150656,-86.5188,1,0
4,1,7,INGRAM & SR37N,39.00289178,-86.53728159,0,1
4,6,17,E DILLMAN & OLD STATE ROAD 37,39.092944,-86.544,1,0
4,2,8,ATWATER & JORDAN,39.16305243,-86.51638885,1,0
4,1,2,N GETTYS CREEK & SR46,39.16331638,-86.41683227,0,1
4,7,1,17TH & N WASHINGTON,39.17904,-86.532096,0,1
4,1,13,10TH & JORDAN,39.171552,-86.515728,0,1
4,7,21,SOUTH OLD STATE ROAD 37 & WEST WAYSIDE,39.16197707,-86.53117015,0,1
4,1,13,WEST BLOOMFIELD,39.16021541,-86.55312471,0,1
4,7,22,N HINKLE,39.200448,-86.514192,0,1
4,7,22,N ROSE,39.16704632,-86.51084236,0,1
4,1,16,S KINGSTON,39.16658457,-86.49281455,0,1
4,1,20,JORDAN & LAW,39.17476808,-86.51466999,1,0
3,1,12,8TH & NORTH SPRING,39.169728,-86.5548,0,1
4,2,0,E LAW & N UNION,39.16440793,-86.50966018,1,0
4,7,13,OLD SR 37 & WALNUT,39.20704,-86.534704,0,1
3,6,9,TUNNEL ROAD,39.2326889,-86.4332199,1,0
4,6,0,CORY LANE,39.15958786,-86.56008148,1,0
4,7,14,SMITH PIKE & SR46W,39.211683,-86.58610498,0,1
4,7,23,17TH & INDIANA,39.1790197,-86.52705461,0,1
4,7,17,NORTH COLLEGE,39.185152,-86.535296,0,1
4,2,19,S VICTOR & VICTOR HEIGHTS,39.102448,-86.55696,1,0
4,2,15,DANIELS,39.17296982,-86.59990692,1,0
4,6,0,EAST SAMPLE & SR37N,39.26616,-86.522752,1,0
4,2,23,11TH & FAIRVIEW,39.17332369,-86.54097606,1,0
4,2,13,S WALNUT,39.1707889,-86.53353274,1,0
4,2,11,E 10TH & FORREST,39.17163022,-86.52237989,1,0
4,3,0,WALNUT,39.1841412,-86.5344552,1,0
4,3,11,ATWATER & S WOODLAWN,39.16328,-86.522592,1,0
4,3,13,NORTH DUNN,39.18313757,-86.52827404,1,0
4,3,13,HILLSIDE & WOODLAWN,39.15053341,-86.52261608,1,0
4,3,16,GORDON & S OLD SR 37,39.121552,-86.531296,1,0
4,3,18,EAST THIRD & OVERHILL,39.164272,-86.501488,1,0
4,3,14,EAST BURKS & SOUTH WALNUT,39.14251599,-86.53136998,1,0
4,3,15,FEE & LAW,39.17432203,-86.51891983,1,0
4,4,3,10TH & SR46E,39.171648,-86.502096,1,0
4,4,8,E3RD & SO JEFFERSON,39.164304,-86.506992,1,0
4,4,9,E THIRD & PETE ELLIS,39.16424,-86.495088,1,0
4,1,11,EAST 10TH,39.171648,-86.50435515,0,1
4,4,12,S WALNUT,39.136144,-86.528688,1,0
4,4,11,SR37N & W VERNAL,39.17617467,-86.56292242,1,0
4,4,14,NORTH FEE,39.17250261,-86.51898354,1,0
4,4,13,BLOOMFIELD & SR37S,39.148144,-86.572992,1,0
4,3,13,E 7TH & WOODLAWN,39.16862775,-86.52286299,1,0
4,4,13,SR37N & VERNAL,39.17662048,-86.56252288,1,0
4,3,16,OUTBACK & SR46W,39.21467972,-86.59262847,1,0
4,3,20,STATE HIGHWAY 37 & WINERY,39.28039983,-86.52268462,1,0
4,4,13,S MADISON,39.16444714,-86.537296,1,0
4,4,0,N FAIRVIEW,39.175152,-86.54104,1,0
4,4,23,SR37N & TAPP,39.13676534,-86.572896,1,0
4,4,7,BREEDEN & SR45W,39.08680128,-86.67550806,1,0
4,5,10,3RD & UNION,39.164352,-86.5088,1,0
4,5,10,7TH & UNION,39.168176,-86.5091003,1,0
4,5,12,EAST THIRD,39.16420519,-86.49964883,1,0
4,4,11,HUNTER & WOODLAWN,39.16221368,-86.5226233,1,0
4,4,14,S FAIRFAX,39.09294436,-86.5167456,1,0
4,5,17,SR37N & SR45E,39.148144,-86.572992,1,0
4,5,17,COTTAGE & INDIANA,39.17264,-86.52704,1,0
5,6,1,CHURCH & VICTOR,39.10753175,-86.54891106,1,0
5,6,9,S WALNUT,39.13493114,-86.52778394,1,0
5,6,15,3RD & FACULTY,39.164352,-86.521088,1,0
5,6,16,STATE 37 & VERNAL,39.176544,-86.5624,1,0
5,6,15,E SOUTHERN,39.14984,-86.53213111,1,0
5,6,15,S WOODSCREST,39.16290283,-86.50295257,1,0
5,6,18,E 8TH & N GRANT,39.169552,-86.529696,1,0
5,7,11,AIRPORT & SR45W,39.13611763,-86.59484583,0,1
5,6,17,ALEXANDER & JACOB,39.16877031,-86.57355979,1,0
5,7,15,STATE ROAD 46,39.207648,-86.573792,0,1
5,7,13,E KIRKWOOD,39.16664,-86.52798041,0,1
5,6,22,E 3RD,39.16444703,-86.52575968,0,1
5,7,14,WEST 3RD,39.164752,-86.573104,0,1
5,6,17,CURRY & WOODYARD,39.18881826,-86.58302576,1,0
5,7,12,WEST 3RD,39.16513824,-86.5824356,0,1
5,1,11,N GATES,39.16987228,-86.57498168,0,1
5,7,17,LONGVIEW & PETE ELLIS,39.166944,-86.495056,0,1
5,7,14,E COTTAGE,40.106918,-85.667884,0,1
5,7,15,E 17TH,39.178848,-86.51144,0,1
5,2,0,12TH & N COLLEGE,40.17592359,-87.26738818,1,0
5,2,9,SR46W & UNION VALLEY,39.21477514,-86.59228631,1,0
5,2,8,S LEONARD SPRINGS & SR45W,39.14190066,-86.5828886,1,0
5,2,12,FEE & FOSTER,39.17645015,-86.51886016,1,0
5,2,14,11TH & VERNAL,39.173344,-86.555104,1,0
5,2,14,CURRY & SR45W,39.142048,-86.582592,1,0
5,2,16,E 10TH,39.17162087,-86.50077565,1,0
5,2,17,S CURRY & SR45W,39.14194737,-86.58259072,1,0
5,2,4,S CURRY & W 3RD,39.16463971,-86.58292002,1,0
5,2,13,3RD & EASTSIDE,39.1642661,-86.51321379,1,0
5,3,9,17TH & JACKSON,39.17874946,-86.5396263,1,0
5,3,9,SR37S & SR45W,39.187344,-86.5552,1,0
4,2,10,N NORWAY & N SMITH,39.20188017,-86.58311985,1,0
5,1,13,S SR 446,39.135648,-86.462248,0,1
5,3,10,S FAIRFAX & VERA,39.09609988,-86.51704028,1,0
5,3,10,S LIBERTY & SR45W,39.14502188,-86.57775915,1,0
4,5,12,HARRELL & MOFFETT,39.09970008,-86.49847865,1,0
5,3,8,ROCKPORT & SR37S,39.08835793,-86.61312103,1,0
5,2,9,FAIRFAX & WALNUT STREET,39.10715997,-86.52650982,1,0
5,3,12,10TH & COLLEGE,39.171744,-86.534768,1,0
5,2,18,E 10TH & N LINCOLN,39.171712,-86.530992,1,0
5,3,14,SR37N & W VERNAL,39.176544,-86.5624,1,0
5,1,15,W SR 45,39.125312,-86.610496,0,1
5,1,19,SOUTH ROGERS & WEST CLEAR CREEK,39.07189666,-86.53976999,1,0
5,1,18,SR45W & W ELLER,39.12224,-86.6144,0,1
5,3,17,ARDEN & HIGH,39.147504,-86.508256,1,0
5,3,17,E KIRKWOOD,39.166942,-86.546142,1,0
5,3,18,E COVENANTER & S COLLEGE MALL,39.155152,-86.497888,1,0
5,3,18,ALLEN & PATTERSON,39.15563017,-86.54330983,1,0
5,3,16,W KIRKWOOD & WALNUT,39.16664,-86.5336,1,0
5,3,16,SR46W & W ARLINGTON,39.20808816,-86.57727214,1,0
5,4,0,MCCRACKEN,39.56432171,-86.47568129,1,0
5,3,12,INDIANA & KIRKWOOD,39.16636554,-86.52688272,1,0
5,6,17,E 3RD,39.16423861,-86.49522852,1,0
5,4,12,17TH & SR46E,39.17984,-86.507088,1,0
5,4,11,E 3RD,39.16426432,-86.50074688,1,0
5,4,12,17TH & SR45E,39.17984,-86.507088,1,0
5,4,12,ARCH HAVEN,39.16086249,-86.55387438,1,0
5,1,14,SEVENTH & WALNUT,39.1685497,-86.53359018,0,1
5,4,15,S JORDAN,39.1672661,-86.51619777,1,0
5,4,14,NORTH KINSER,39.18531418,-86.53826141,1,0
5,4,16,RANGE & SR46S,39.171504,-86.495312,1,0
5,4,17,EAST 10TH STREET,39.171648,-86.50435515,1,0
5,4,16,S HIGHLAND & THORNTON,39.14404562,-86.51747281,1,0
5,4,18,E SMITH & S DUNN,39.162848,-86.5284,1,0
5,4,17,E LONGVIEW & N PETE ELLIS,39.166944,-86.495056,1,0
5,4,18,S MORTON & W 2ND,39.161472,-86.53624,1,0
5,4,12,EAST THIRD & PETE ELLIS,39.16424,-86.495088,1,0
5,3,17,ACUFF & SR37N,39.21040939,-86.55425576,1,0
5,3,18,E RAMP CREEK & S FAIRFAX,39.07114998,-86.50319002,1,0
5,4,19,S COLLEGE,39.17088686,-86.534768,1,0
5,4,13,CURRY & PROFILE,39.22484228,-86.5829797,1,0
5,3,23,S HARMONY & SR45W,39.11068027,-86.638854,1,0
5,5,9,W 15TH,39.176848,-86.55261061,1,0
5,5,11,3RD & WOODLAWN,39.164352,-86.522592,1,0
5,6,9,MCCORMICK & SMITHVILLE,39.07109968,-86.50787986,1,0
5,5,12,W SOUTHERN,39.14984,-86.533392,1,0
5,5,12,SO COLLEGE & W KIRKWOOD,39.16236974,-86.53488032,1,0
5,5,12,ELM & KIRKWOOD,39.166768,-86.5452,1,0
5,5,15,E 3RD & N CLIFTON,39.16427754,-86.50968262,1,0
5,5,17,NORTH JORDAN,39.18163681,-86.51081848,1,0
5,3,22,ANDERSON & LOW GAP,39.28237689,-86.41189341,1,0
5,5,20,REEVES,39.2313382,-86.64146728,1,0
5,4,17,OLD SR 37 & S ROGERS,39.099408,-86.537904,1,0
5,6,1,HILLSIDE & WALNUT,39.150544,-86.5336,1,0
5,5,14,3RD & SWAIN,39.1642598,-86.51526281,1,0
5,6,9,COLLEGE MALL & MOORES,39.15048033,-86.49825006,1,0
5,6,9,E 3RD & SO WASHINGTON,39.16464,-86.5324,1,0
5,6,11,JONES & JORDAN,39.16540012,-86.51642034,1,0
5,6,13,17TH & FESS,39.17900623,-86.52562335,1,0
5,6,10,INDUSTRIAL & SR45W,39.143552,-86.580528,1,0
5,4,17,DILLMAN & SR37S,39.0929718,-86.54577636,1,0
5,4,17,BOLTINGHOUSE & OLD SR 37,39.239744,-86.4992,1,0
5,6,12,7TH & PARK,39.16864,-86.524496,1,0
5,6,15,10TH & PARK,39.171648,-86.524608,1,0
5,6,16,DUNN & E 3RD,39.164448,-86.528096,1,0
5,6,18,10TH & SR 4546,39.176848,-86.478192,1,0
5,6,17,17TH EAST & NORTH FORREST,39.1790197,-86.52249991,1,0
5,6,13,MONROE & SR46W,39.186944,-86.5468,1,0
5,6,14,HARTSTRAIGHT & SR46W,39.20619965,-86.6113174,1,0
5,6,15,WALNUT STREET & WINSLOW,39.1359897,-86.52879975,1,0
